date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-10-17,3,17095,198751295.3180405671113207711,0.0001,1.96190573083577E-7,0.0001,1.96190573083577E-7,0.0067,0.000013144768396599659,1248001917.4876961,449.65174701615,2448462.114013140745667344769,1248001917.4876961,2448462.114013140745667344769,,,0.000007214720541158149,0.00196190573083577,,,101305221853.5355936,67,0,0,0,,,,,0,0,,,
2015-10-18,4,17173,198657780.7848410172241833019,0.0000614285714285714,1.204603618007593011147818867E-7,0.0001,1.96098263396585E-7,0.00043,8.432225326053155E-7,,,,,,2026104437.07071187,,0.0000074425768556399665,0.00196098263396585,,,101305221853.5355936,7,1,50,0.0980491316982925,50,0.0980491316982925,50,0.0980491316982925,50,0.0980491316982925,,,
2015-10-19,0,17210,197378364.0196190597448830468,,,,,,,,,,,,,,0.0000073699999999999955,0.00194835330704851,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-20,0,12000,187941513.5598516230128517512,,,,,,,,,,,,,,0.000006850000000000008,0.00185520065127119,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-21,0,11906,192792503.4167880625005043345,,,,,,,,,,,,,,0.0000071000000000000066,0.00190308554573349,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-22,0,17279,198375919.9197022556977772779,,,,,,,,,,,,,,0.0000071099999999999734,0.00195820034041788,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-23,2,17280,199832499.3678430507794091121,0.00001,1.97257846843034E-8,0.00001,1.97257846843034E-8,0.00001,1.97257846843034E-8,,,,,,,,0.00000707999999999998,0.00197257846843034,,,101305221853.5355936,1,0,0,0,,,,,0,0,,,
2015-10-24,0,17284,196153687.1015340677577721199,,,,,,,,,,,,,,0.000006827180011689055,0.00193626432589159,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-25,2,17282,189463727.3884183337066963326,0.0001,1.87022666671951E-7,0.0001,1.87022666671951E-7,0.0001,1.87022666671951E-7,,,,,,,,0.000006538118059614277,0.00187022666671951,,,101305221853.5355936,1,0,0,0,,,,,0,0,,,
2015-10-26,0,17279,187474403.9084545559560389923,,,,,,,,,,,,,,0.000006454718877849229,0.00185058973741255,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-27,0,17280,197424512.0487621166778493241,,,,,,,,,,,,,,0.00000659354997077732,0.00194880884160338,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-28,0,17279,200253115.4195913293613993665,,,,,,,,,,,,,,0.000006492960257159542,0.00197673043655254,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-29,0,6900,202429421.9801618177753922172,,,,,,,,,,,,,,0.000006345962010520169,0.00199821310566625,,,101305221853.5355936,0,0,0,0,,,,,0,0,,,
2015-10-30,2,15953,214434910.2138118386526735621,0.00001,2.11672119452871E-8,0.00001,2.11672119452871E-8,0.00001,2.11672119452871E-8,,,,,,,,0.000006443746347165411,0.00211672119452871,,9.914799647461322,101305221853.5355936,1,0,0,0,,,,,0,0,,0.03670212075342271,
2015-10-31,0,17280,217458200.4238807446649434241,,,,,,,,,,,,,,0.0000068335920514319065,0.0021465645743146,,-0.25573510659150117,101305221853.5355936,0,0,0,0,,,,,0,0,,0.030634447954962434,
2015-11-01,0,17279,215272578.4557155377669260527,,,,,,,,,,,,,,0.0000064422092343658735,0.002124989951327,,1.7238400699749663,101305221853.5355936,0,0,0,0,,,,,0,0,,0.0301849762419133,
2015-11-02,3,17262,223377963.4786493387297452593,0.00007,1.542911062410431E-7,0.0001,2.20415866058633E-7,0.00021,4.628733187231293E-7,38645751.3619544,13.9186510052155,85181.36755931774868115872335,38645751.3619544,85181.36755931774868115872335,,,0.000006045140268848619,0.00220415866058633,,7.157480889928951,101343867604.897548,3,0,0,0,,,,,0,0,,0.030722517569347612,
2015-11-03,79,17207,218664102.768937108202861315,0.000013695652173913,2.955035726601186923282027353E-8,0.00001,2.15764513370881E-8,0.01134,0.0000244676958162579054,,,,,,3.95874187,,0.000005381693161893629,0.00215764513370881,,6.105066199071821,101343867604.897548,828,741,25600019147.1935,55235756.73579441545595772474,34547934.0717861,74542.18182968207243147400554,25.99999,0.0560987518999777229119,25600019147.193522,55235756.73579446292415066633,,0.030927144343465638,
2015-11-04,556,17174,203741132.9353380010123312103,0.00001,2.01039429173603E-8,0.00001,2.01039429173603E-8,0.01135,0.0000228179752112039405,,,,,,641.71959305,,0.0000049580397428404525,0.00201039429173603,,-1.2914319671180556,101343867604.897548,1135,595,157925468.854376,317492.4611045737036083023673,265472.095553573,533.7035855161050703420393352,25.99999,0.0522702314811938626397,157955896.854376,317553.6333820826475291423673,,0.03365325314570411,
2015-11-05,550,12767,197089552.9888869035777887117,0.00001,1.94476052322442E-8,0.00001,1.94476052322442E-8,0.29348,0.0005707483183559027816,,,,,,1996.57628802,,0.000005059984219754533,0.00194476052322442,,-8.120330640483829,101343867604.897548,29348,28814,50758825.602065,98713.7602361290149216104273,1761.60288755692,3.425895753318844851494683986,25.99999,0.0505637541562296877558,50758825.602065,98713.7602361290149216104273,,0.033337209215907854,
2015-11-06,1260,22710,188825253.5632897839860716511,0.00001,1.86321341415003E-8,0.00001,1.86321341415003E-8,0.33288,0.0006202264813022619864,,,,,,131.47124719,,0.00000499553945061367,0.00186321341415003,,-8.919481882527677,101343867604.897548,33288,32052,770844346.376302,1436247.526390037955401864589,24049.8061392831,44.80992140642001667858004349,25.99999,0.0484435301357666384997,770844386.376302,1436247.600918574521403064589,,0.033656456868999436,
2015-11-07,654,22222,194282535.5076847023975335683,0.00001,1.91706257220339E-8,0.00001,1.91706257220339E-8,0.10032,0.0001923197172434440848,,,,,,1870.54413675,,0.000004959999999999996,0.00191706257220339,,-5.643726646387834,101343867604.897548,10032,9404,54178816.534609,103864.1813847730860493221245,5761.25228994141,11.04468113406775028715770338,25.99999,0.0498436077066624179661,54178816.534609,103864.1813847730860493221245,,0.03413631853670007,
2015-11-08,324,22350,186815323.7542220610446435393,0.00001,1.84338064225599E-8,0.00001,1.84338064225599E-8,0.00351,0.0000064702660543185249,,,,,,335209.41447564,,0.000004949999999999998,0.00184338064225599,,-13.605688956233704,101343867604.897548,351,38,302330.01589,557.3092988645718621476811,7956.05568131579,14.66603903164831906879720908,2,0.00368676128451198,302330.11589,557.3094832026360877466811,,0.03338986250658596,
2015-11-09,331,22634,191647674.0251244726817914132,0.00001,1.89106335246932E-8,0.00001,1.89106335246932E-8,0.00323,0.0000061081346284759036,,,,,,543028.67917,,0.000004970000000000015,0.00189106335246932,,-10.76004700197513,101343867604.897548,323,13,186627.09999,352.9236693687163970473068,14355.9307684615,27.14797456682426550120235118,30,0.0567319005740796,186627.09999,352.9236693687163970473068,,0.03384425529305401,
2015-11-10,218,22569,192037612.7739808799350011614,0.00001,1.89491103223596E-8,0.00001,1.89491103223596E-8,0.00214,0.0000040551096089849544,,,,,,2026.06048261,,0.0000056090584453535864,0.00189491103223596,,-11.032294855228082,101343867604.897548,214,18,50020159.059669,94783.75123636429110012749724,2779992.16998161,5267.837832427738978550380696,19.4999345,0.03695064101192860854462,50039859.059669,94821.08098369933951212749724,,0.03382119242646061,
2015-11-11,165,22365,183064580.2439788410879140399,0.00001,1.80637057347841E-8,0.00001,1.80637057347841E-8,0.00165,0.0000029805114462393765,,,,,,59148.54031597,,0.0000058473319696083926,0.00180637057347841,,-11.559537948653771,101343867604.897548,165,25,1713379.012627,3094.99742962490587870188307,68535.20050508,123.7999694398191742844753228,10,0.0180637057347841,1713380.012627,3094.99923599547935711188307,,0.03406805797907786,
2015-11-12,268,22431,209429049.8928790227687358242,0.00001,2.06651921662755E-8,0.00001,2.06651921662755E-8,0.0029,0.000005992905728219895,,,,,,2025.84804701,,0.000006122602863822315,0.00206651921662755,,-2.368879667279032,101343867604.897548,290,48,50025404.3014566,103378.4593085225631594046893,1042195.92294701,2153.717902260881566189556126,1.7,0.003513082668266835,50025404.3014566,103378.4593085225631594046893,,0.04192431649655944,
2015-11-13,347,22714,199276128.3266935583751297353,0.0000101595744680851,1.99771403370921560659383423E-8,0.00001,1.96633632637347E-8,0.00573,0.0000112671071501199831,,,,,,2277436.6820622,,0.000005830000000000015,0.00196633632637347,,-3.889181654338899,101343867604.897548,564,237,44499.09339,87.5001838234425615483633,187.759887721519,0.3691990878626268668665497009,55,0.10814849795054085,44499.09339,87.5001838234425615483633,,0.04244753979223287,
2015-11-14,203,22726,196235694.3368031349443655673,0.00001,1.93633516239832E-8,0.00001,1.93633516239832E-8,0.00308,0.0000059639123001868256,,,,,,3436938.71126189,,0.000005813997662185844,0.00193633516239832,,0.7655996594945033,101343867604.897548,308,126,29486.667095,57.0960703179820236272804,234.021167420635,0.4531434152220797062748573332,55,0.1064984339319076,29486.667095,57.0960703179820236272804,,0.040942084647445295,
2015-11-15,140,21678,188989288.998238371936878715,0.00001,1.8648320166252E-8,0.00001,1.8648320166252E-8,0.00136,0.000002536171542610272,,,,,,2454353.49729275,,0.000005828911163062541,0.0018648320166252,,-2.701201877712162,101343867604.897548,136,11,41291.4715491,77.00165815833022399809732,3753.77014082727,7.000150741666378913921529204,20,0.037296640332504,41291.4715491,77.00165815833022399809732,,0.04152157764531975,
2015-11-16,401,22739,191840141.9155003150464569678,0.00001,1.89296250922073E-8,0.00001,1.89296250922073E-8,0.00458,0.0000086697682922309434,,,,,,517724.87617674,,0.000005716627703097615,0.00189296250922073,,-3.514094511853537,101343867604.897548,458,34,195748.4993831,370.544570568425494466731663,8110.24998185588,15.35239915606128655969796839,1,0.00189296250922073,275748.4993831,521.981571306083894466731663,,0.04138045895340958,
2015-11-17,172,22662,191776042.4827222556173378244,0.00001,1.89233001478083E-8,0.00001,1.89233001478083E-8,0.00215,0.0000040685095317787845,,,,,,42818953.56035207,,0.000005634453535943881,0.00189233001478083,,-3.500929482795993,101343867604.897548,215,49,2366.7992601,4.478765278848290507663883,48.3836583693878,0.09155784895729424470999827587,1,0.00189233001478083,2370.7992601,4.486334598907413827663883,,0.041380548516882214,
2015-11-18,138,21893,192100846.4815746372899647075,0.00001,1.89553498422327E-8,0.00001,1.89553498422327E-8,0.00323,0.0000061225779990411621,,,,,,835584.13997892,,0.000005645766218585628,0.00189553498422327,,-2.710921198642995,101343867604.897548,323,38,121285.054079,229.90006307015571376021833,3191.71194944737,6.0500016597409428287451943,5.49995,0.0104253476364787738365,121285.054079,229.90006307015571376021833,,0.041371494523934384,
2015-11-19,179,21790,185475729.5173448174398758748,0.00001,1.8301623364173E-8,0.00001,1.8301623364173E-8,0.00195,0.000003568816556013735,,,,,,163359.12462677,,0.00000560999999999999,0.0018301623364173,,-1.3496283993180789,101343867604.897548,195,46,620374.697994,1135.3864067348759154568962,13486.4282172609,24.68235297602641076052537357,1,0.0018301623364173,620375.697994,1135.3882368972123327568962,,0.040889680465459356,
2015-11-20,107,20246,179341060.3333676732386702419,0.0000116528925619835,2.060954306201862553860551412E-8,0.00001,1.76862036205975E-8,0.00141,0.0000024937547105042475,57803539.7824675,20.8066511946313,102232.5174584028326052374331,57803539.7824675,102232.5174584028326052374331,6.90481461,,0.0000054936253652834645,0.00176862036205975,,-7.065640531777259,101401671144.6800155,121,35,14685647169.5517,25973334.61409427045009611408,419589919.130048,742095.274688406716505396368,24.99998,0.044215473679086508805,14685647169.551663,25973334.61409420501114271786,,0.04103604011421556,
2015-11-21,77,18014,185849926.4765452669067490095,0.00001,1.83280930559196E-8,0.00001,1.83280930559196E-8,0.00067,0.0000012279822347466132,,,,,,2514554.44626605,,0.0000056237492694331014,0.00183280930559196,,-6.403381320991976,101401671144.6800155,67,9,40325.9,73.909684776370819764,4480.65555555556,8.212187197374543675152469298,1,0.00183280930559196,40325.9,73.909684776370819764,,0.041240931244519746,
2015-11-22,123,18536,184194410.0411101460436098506,0.00001,1.81648298259603E-8,0.00001,1.81648298259603E-8,0.00255,0.0000046320316056198765,,,,,,161607.63484364,,0.000005611330800701332,0.00181648298259603,,-7.913271301116932,101401671144.6800155,255,151,627455.94441,1139.7630453494855971666923,4168.58241331126,7.572159015328994234783230298,3550.999963,6.45033100398863217394689,629455.94441,1143.3960113146776571666923,,0.041218339501727624,
2015-11-23,121,18539,184732633.3974092791505551094,0.00001,1.82179081776505E-8,0.00001,1.82179081776505E-8,0.0013,0.000002368328063094565,,,,,,215536.87529535,,0.0000056399999999999985,0.00182179081776505,,-5.912080628445633,101401671144.6800155,130,40,470460.8944791,857.081337679556485745935455,16761.5223619775,30.53598753081416214364838638,1,0.00182179081776505,670460.8944791,1221.439501232566485745935455,,0.04112034568991255,
2015-11-24,85,17317,182710292.0364231589307117726,0.00001,1.80184695157274E-8,0.00001,1.80184695157274E-8,0.00089,0.0000016036437868997386,,,,,,123083.1681406,,0.000005631451782583296,0.00180184695157274,,-3.6562260801634263,101401671144.6800155,89,20,823846.775124,1484.44580032021204890851976,41192.3387562,74.222290016010602445425988,0.25,0.000450461737893185,823846.775124,1484.44580032021204890851976,,0.040696593096437,
2015-11-25,119,17284,191803555.6570885933578009084,0.00001,1.89152262967563E-8,0.00001,1.89152262967563E-8,0.00112,0.0000021185053452367056,,,,,,1993.09677985,,0.000005750000000000003,0.00189152262967563,,2.211883673380328,101401671144.6800155,112,19,50876441.20951,96233.9398651499449761712413,2677707.43207947,5064.944203428937503662482316,83,0.15699637826307729,50876441.20951,96233.9398651499449761712413,,0.04165046720286463,
2015-11-26,144,17274,188357478.4071132501786707008,0.00001,1.8575382070219E-8,0.00001,1.8575382070219E-8,0.00146,0.000002712005782251974,,,,,,697906.03451291,,0.000005214064874342488,0.0018575382070219,,-4.683406223998208,101401671144.6800155,146,37,145294.160145,269.8894537264961021221755,3968.761085,7.3721253499291904627615,30.8999,0.05739774484315600781,146844.160145,272.7686379473800471221755,,0.04064213374765557,
2015-11-27,236,17271,175838328.8372161911053870909,0.00001,1.73407722823749E-8,0.00001,1.73407722823749E-8,0.00474,0.0000082195260618457026,,,,,,56293.28614371,,0.000004826684395090606,0.00173407722823749,,-12.275482980787327,101401671144.6800155,474,162,1801310.211058,3123.61101798734474924816442,11119.1988336914,19.28154949374911445045257059,1,0.00173407722823749,1801310.211058,3123.61101798734474924816442,,0.04231837152718052,
2015-11-28,144,17265,167393710.1216385986259992352,0.00001,1.65079833726607E-8,0.00001,1.65079833726607E-8,0.00239,0.0000039454080260659073,,,,,,788913.65530823,,0.000004629696084161319,0.00165079833726607,,-17.386272135591057,101401671144.6800155,239,64,128533.294439,212.18254874323140159438473,2008.33272560938,3.315352324112998903903947737,1,0.00165079833726607,128533.294439,212.18254874323140159438473,,0.04298985795994789,
2015-11-29,76,17268,165710084.9992972988014922772,0.00001,1.63419481285335E-8,0.00001,1.63419481285335E-8,0.00104,0.000001699562605367484,,,,,,1405.43748913,,0.000004396452367036819,0.00163419481285335,,-22.795934718402773,101401671144.6800155,104,17,72149541.9961592,117906.4072798683002284928533,4244090.70565642,6935.671016462835422164946007,1,0.00163419481285335,72149541.9961592,117906.4072798683002284928533,,0.04125747872349458,0.03916659999852171
2015-11-30,91,16816,170787447.177584836659817005,0.00001,1.68426659294308E-8,0.00001,1.68426659294308E-8,0.00101,0.0000017011092588725108,,,,,,270.13217309,,0.0000044629357101110395,0.00168426659294308,,-21.536644501791056,101401671144.6800155,101,34,375377986.211958,632236.6019030489615439093506,11061117.2415282,18629.87025053266073403481486,10.061723,0.01694662391634702572684,376077986.2119581,633415.5885181092859705686449,,0.04166713972771626,0.036481664986501176
2015-12-01,20,15597,161750110.502369409458027829,0.00001,1.59514245353594E-8,0.00001,1.59514245353594E-8,0.00012,1.914170944243128E-7,,,,,,6260548.95963282,,0.000004399999999999985,0.00159514245353594,,-24.934117804189345,101401671144.6800155,12,5,16196.929662,25.83641012079172336905228,3239.3859324,5.167282024158344673810456,50,0.079757122676797,16196.929662,25.83641012079172336905228,,0.042516145873678496,0.036911051197404406
2015-12-02,141,17235,167781144.2390774765981015379,0.00001,1.65461912358118E-8,0.00001,1.65461912358118E-8,0.00154,0.0000025481134503150172,,,,,,28534.44174629,,0.000004606113383985965,0.00165461912358118,,-24.931941009136178,101401671144.6800155,154,39,3553658.839598,5879.95187468215587695156564,91119.6112717436,150.7682513435102057917747454,1,0.00165461912358118,3553664.839598,5879.96180239689736403156564,,0.04251723132590219,0.03725932608992635
2015-12-03,68,17064,168536974.460273306180233888,0.00001,1.66207294769141E-8,0.00001,1.66207294769141E-8,0.00067,0.0000011135888749532447,,,,,,2482.34268438,,0.00000460140260343639,0.00166207294769141,,-22.968197053124904,101401671144.6800155,67,28,40849183.2262128,67894.32237557800991955739205,1458899.40093617,2424.7972276992122655942673,21.035,0.03496170445468880935,40849183.2262128,67894.32237557800991955739205,,0.042532138718384245,0.03725941674628901
2015-12-04,129,17254,179441179.8825388563867935728,0.00001,1.76960771806721E-8,0.00001,1.76960771806721E-8,0.00182,0.0000032206860468823222,,,,,,49153.93210605,,0.000004871709526592637,0.00176960771806721,,-11.977082041000733,101401671144.6800155,182,101,2062941.1890365,3650.596650037737661022143165,20425.1701884802,36.14453880837085229855135424,10,0.0176960771806721,2062942.1890365,3650.598419645455728232143165,,0.042799293499349855,0.038219725344843455
2015-12-05,75,17256,183866636.5315003313654511014,0.00001,1.81325055549784E-8,0.00001,1.81325055549784E-8,0.00099,0.0000017951180499428616,,,,,,23334.46379788,,0.000004656967270601978,0.00181325055549784,,-6.7622705292544705,101401671144.6800155,99,51,4345575.3696767,7879.616953024007687608348328,101624.399405425,184.270498674021242260871782,1129.774375,2.04856401305597499985,5182844.3696767,9397.795432375128686568348328,,0.04274726936194067,0.03800665558512932
2015-12-06,77,17257,189292927.6493114083443465197,0.00001,1.86676339267849E-8,0.00001,1.86676339267849E-8,0.00079,0.0000014747430802160071,,,,,,91608.05133471,,0.000004746180013851033,0.00186676339267849,,0.19052989322102734,101401671144.6800155,79,39,1106907.84999,2066.3350534297854732197151,31533.7397433333,58.86603098710540757300781072,10.09,0.0188356426321259641,1229815.84999,2295.7752084971133221397151,,0.04241292672997549,0.03799381138355957
2015-12-07,119,17253,188321177.9531811800172742403,0.00001,1.85718022027945E-8,0.00001,1.85718022027945E-8,0.00139,0.0000025814805061884355,,,,,,1974.95224176,,0.0000046976002208304905,0.00185718022027945,,-3.1236514025264013,101401671144.6800155,139,60,51343859.8668269,95354.8009774707944837027772,855870.601113782,1589.50595150719893927328638,12.825,0.02381833632508394625,51352236.0668269,95370.3570904318992127927772,,0.04207878944520103,0.037990420052186884
2015-12-08,108,17256,233469064.4661231369063272264,0.00001,2.30241831155829E-8,0.00001,2.30241831155829E-8,0.00134,0.0000030852405374881086,,,,,,44538.71744904,,0.000005564102863822319,0.00230241831155829,,24.901946932702657,101401671144.6800155,134,74,2276708.3776201,5241.935058710684361792625629,35881.0726705419,82.61323875500938491396773735,23.055,0.05308225417297637595,2655199.3776201,6113.379667870693102182625629,,0.057048009288085996,0.046755025291277674
2015-12-09,148,17258,237999417.4333269077319328889,0.0000104787234042553,2.459456572564161569391380518E-8,0.00001,2.34709561239626E-8,0.00197,0.0000046237783564206322,,,,,,1818.80146335,,0.000005620000000000001,0.00234709561239626,,24.115123342190547,101401671144.6800155,188,92,55751918.6056785,130855.0835420614208994281624,611986.328322592,1436.390426052452706127414306,24.99998,0.0586773433679942520748,56302742.2056785,132147.9191968257334591641624,,0.05699040911764248,0.046799347758814606
2015-12-10,124,17251,231013285.7047867197018455272,0.00001,2.2781999852367E-8,0.00001,2.2781999852367E-8,0.00157,0.000003576773976821619,,,,,,19578.56953905,,0.000005479999999999992,0.0022781999852367,,20.227279617896674,101401671144.6800155,157,69,5179217.5594047,11799.29336737344494524059249,81401.9936145609,185.450020650930590050153065,50,0.113909999261835,5616737.5594047,12796.05142491420592924059249,,0.05738478612114199,0.04697291699985977
2015-12-11,81,17263,216199671.3003870434897862433,0.00001,2.13211152104104E-8,0.00001,2.13211152104104E-8,0.00074,0.0000015777625255703696,,,,,,31801.31441552,,0.000004697714202220924,0.00213211152104104,,18.032897144430997,101401671144.6800155,74,28,3188599.99998,6798.4507959488179135791792,166923.428570714,355.8993651872904201045361026,1352.5,2.8836808322080066,4673855.99998,9965.1822252441488198191792,,0.058076809258738406,0.047454062214457075
2015-12-12,99,17253,203745858.6740066346961450746,0.00001,2.00929488019287E-8,0.00001,2.00929488019287E-8,0.002,0.00000401858976038574,,,,,,47377.03562758,,0.000004610000000000005,0.00200929488019287,,-2.769117072526765,101401671144.6800155,200,157,2140312.7021661,4300.519354474111750434775707,14906.4503322682,29.95145433447580012240056773,24.8649999,0.049961116995066224530713,2340312.7021661,4702.378330512685750434775707,,0.05385862988715907,0.047851091540025696
2015-12-13,101,16750,205701417.3160415218789717006,0.00001,2.02858015054354E-8,0.00001,2.02858015054354E-8,0.00152,0.0000030834418288261808,,,,,,19489.4818414,,0.000004669806545014999,0.00202858015054354,,3.165471915217429,101401671144.6800155,152,106,5202892.1019997,10554.48364353634669907591694,49083.8877547142,99.57060041072035139332735627,20,0.0405716030108708,5202892.1019997,10554.48364353634669907591694,,0.05308987682727641,0.047669972668776206
2015-12-14,59,15824,204301644.7528233890428628093,0.00001,2.01477591489913E-8,0.00001,2.01477591489913E-8,0.00057,0.0000011484222714925041,,,,,,43889.18064121,,0.000004548112215078892,0.00201477591489913,,4.050990449590047,101401671144.6800155,57,24,2310402.4651,4654.943240407057769845363,96270.9360458333,193.964363249939419626026295,92.48714,0.1863408621099039221882,2310502.4651,4655.144717998547682845363,,0.0530216471782623,0.04696845100768923
2015-12-15,79,16649,186567593.3958946474407994497,0.00001,1.8398867719813E-8,0.00001,1.8398867719813E-8,0.00088,0.000001619100359343544,,,,,,8248.93509777,,0.0000039600000000000044,0.0018398867719813,,-1.3376671154028943,101401671144.6800155,88,40,12292698.383833,22617.1731483702418972983229,309069.627095825,568.6531185148015919002080725,980,1.803089036541674,12362785.083833,22746.1247405920636760083229,,0.0552123515451824,0.048433798587364345
2015-12-16,64,17243,184463637.7468980017264739281,0.00001,1.81913804441847E-8,0.00001,1.81913804441847E-8,0.0006,0.000001091482826651082,,,,,,17020.37999769,,0.000004005654777637016,0.00181913804441847,,-3.899943313333291,101401671144.6800155,60,26,5957662.000404,10837.80960072116258708506188,229585.653861692,417.6479973924941399819502512,3000,5.45741413325541,5969227.000404,10858.84793220486219263506188,,0.055167914771364825,0.048348954470405506
